name,category,subtype,lat,lon,addr_city,addr_province,addr_street,osm_type,osm_id
Nhà văn hóa Tổ dân phố Thị Cầu 1,community_centre,,21.19415,106.08577,Bắc Ninh,Bac Ninh,Ngõ 143 Đường Hoàng Quốc Việt,way,1487717045
Nhà văn hóa Tổ dân phố Thị Cầu 2,community_centre,,21.19055,106.08579,Bắc Ninh,Bac Ninh,Đường Vũ Đạt,way,1465120930
Nhà văn hóa Tổ dân phố Thị Cầu 3,community_centre,,21.19267,106.09344,Bắc Ninh,Bac Ninh,Ngõ 20 Phố Nguyễn Nhân Bỉ,way,1476915636
Nhà văn hóa Tổ dân phố Thị Cầu 4,community_centre,,21.19431,106.09292,Bắc Ninh,Bac Ninh,Phố Nguyễn Nhân Bỉ,way,1465514803
Nhà văn hóa Tổ dân phố Thị Cầu 5,community_centre,,21.19638,106.09321,Bắc Ninh,Bac Ninh,Đường Trần Lựu,way,964414864
Nhà văn hóa Tổ dân phố Thị Cầu 7,community_centre,,21.19491,106.08296,Bắc Ninh,Bac Ninh,Ngõ 160 Đường Lý Thường Kiệt,way,1492268012
Nhà văn hóa Tổ dân phố Thị Cầu 8,community_centre,,21.19505,106.08955,Bắc Ninh,Bac Ninh,Đường Nguyễn Lễ,node,12350337079
Nhà văn hóa Tổ dân phố Thụ Ninh,community_centre,,21.19211,106.05688,Bắc Ninh,Bac Ninh,Phố Thụ Ninh,way,1477341465
Nhà văn hóa Tổ dân phố Tiền An 1,community_centre,,21.18107,106.06266,Bắc Ninh,Bac Ninh,Đường Ngô Gia Tự,way,1463729010
Nhà văn hóa Tổ dân phố Tiền An 2,community_centre,,21.18015,106.06824,Bắc Ninh,Bac Ninh,Phố Vũ Kiệt,way,1446712354
Nhà văn hóa Tổ dân phố Tiền An 3,community_centre,,21.1817,106.06593,Bắc Ninh,Bac Ninh,Phố Vũ Kiệt,way,1463736776
Nhà văn hóa Tổ dân phố Tiền An 4,community_centre,,21.18092,106.06629,Bắc Ninh,Bac Ninh,Phố Lửa Hồng,way,1465120942
Nhà văn hóa Tổ dân phố Tiền Ngoài,community_centre,,21.1394,106.05194,Bắc Ninh,Bac Ninh,Ngõ 132 Đường Nguyễn Thủ Tiệp,way,1545646075
Nhà văn hóa Tổ dân phố Trung Hòa Tân Hồng,community_centre,,21.10252,105.98049,Bắc Ninh,Bac Ninh,,way,1537065092
Nhà văn hóa Tổ dân phố Trung Kiên,community_centre,,20.97452,105.74432,,,,way,1463445471
Nhà văn hóa Tổ dân phố Trà Xuyên,community_centre,,21.18171,106.04765,Bắc Ninh,Bac Ninh,,way,1424142544
Nhà văn hóa Tổ dân phố Trần Phú,community_centre,,21.11935,105.96305,Bắc Ninh,Bac Ninh,Đường Trần Phú,way,1463941899
Nhà văn hóa Tổ dân phố Trịnh Nguyễn,community_centre,,21.11707,105.93177,Bắc Ninh,Bac Ninh,Phố Nguyễn Xá,way,1494626329
Nhà văn hóa Tổ dân phố Trịnh Xá,community_centre,,21.11292,105.93146,Bắc Ninh,Bắc Ninh,Phố Trịnh Xá,way,1431216248
Nhà văn hóa Tổ dân phố Táo,community_centre,,21.06003,106.13173,Bắc Ninh,Bac Ninh,,way,1540737183
Nhà văn hóa Tổ dân phố Tó,community_centre,,20.99589,105.74385,,,Phố Cầu Cốc,way,1481770885
Nhà văn hóa Tổ dân phố Tạ Xá,community_centre,,21.13615,105.99569,Bắc Ninh,Bac Ninh,Đường Tiêu Tương,way,1395755660
Nhà văn hóa Tổ dân phố Viêm Xá,community_centre,,21.21323,106.04974,Bắc Ninh,Bac Ninh,Đường Vua Bà,way,1446002734
Nhà văn hóa Tổ dân phố Vĩnh Kiều 1,community_centre,,21.12634,105.98287,Bắc Ninh,Bac Ninh,Phố Viềng A,way,1450696923
Nhà văn hóa Tổ dân phố Vĩnh Thế,community_centre,,21.19526,106.12937,Thành phố Bắc Ninh,Bac Ninh,,way,1548031940
Nhà văn hóa Tổ dân phố Vũ,community_centre,,21.17595,106.07732,Bắc Ninh,Bac Ninh,Đường Trần Hưng Đạo,way,1465120940
Nhà văn hóa Tổ dân phố Vườn Dâu,community_centre,,21.00792,105.93539,,,,way,1235868915
Nhà văn hóa Tổ dân phố Vệ An 1,community_centre,,21.1831,106.06429,Bắc Ninh,Bac Ninh,,way,1465123431
Nhà văn hóa Tổ dân phố Vệ An 2,community_centre,,21.186,106.06177,Bắc Ninh,Bac Ninh,Đường Thiên Đức,way,1366620311
Nhà văn hóa Tổ dân phố Xuân Thụ,community_centre,,21.12046,105.97002,Bắc Ninh,Bac Ninh,Ngõ Quảng Khánh,way,687926302
Nhà văn hóa Tổ dân phố Xuân Ái,community_centre,,21.20648,106.05896,Bắc Ninh,Bac Ninh,,way,1470056386
Nhà văn hóa Tổ dân phố Xuân Đài,community_centre,,21.10818,105.94715,Bắc Ninh,Bac Ninh,Phố Lý Khánh Văn,way,577155262
Nhà văn hóa Tổ dân phố Xuân Ổ B,community_centre,,21.15876,106.04168,Thành phố Bắc Ninh,Bac Ninh,,way,1366987163
Nhà văn hóa Tổ dân phố Y Na,community_centre,,21.18837,106.06815,Bắc Ninh,Bac Ninh,Phố Y Na,way,1497387916
Nhà văn hóa Tổ dân phố Yên Lâm,community_centre,,21.16515,106.1527,,,,way,1326069110
Nhà văn hóa Tổ dân phố Yên Lã 1,community_centre,,21.11235,105.97013,Bắc Ninh,Bac Ninh,,way,1455495081
Nhà văn hóa Tổ dân phố Yên Mẫn,community_centre,,21.18807,106.05961,Bắc Ninh,Bac Ninh,Phố Yên Mẫn,way,1478725393
Nhà văn hóa Tổ dân phố số 1,community_centre,,21.17636,106.07758,Bắc Ninh,Bac Ninh,Ngõ 5 Đường Trần Hưng Đạo,node,12350371832
Nhà văn hóa Tổ dân phố số 1,community_centre,,21.01491,105.89548,,,,way,1137567851
Nhà văn hóa Tổ dân phố số 1,community_centre,,21.0438,105.89892,,,Ngõ 62 phố Tân Thụy,way,1250198525
Nhà văn hóa Tổ dân phố số 1,community_centre,,21.15281,106.14892,Bắc Ninh,Bac Ninh,,way,1326069107
Nhà văn hóa Tổ dân phố số 1,community_centre,,21.17904,106.07848,Bắc Ninh,Bac Ninh,Đường Lê Văn Thịnh,way,1434059033
Nhà văn hóa Tổ dân phố số 10,community_centre,,21.17368,106.07069,Bắc Ninh,Bac Ninh,,way,1472951317
Nhà văn hóa Tổ dân phố số 11 + 12 + 21,community_centre,,21.033,105.91198,,,,way,1227564856
Nhà văn hóa Tổ dân phố số 12,community_centre,,21.03405,105.91758,,,,way,1124152119
Nhà văn hóa Tổ dân phố số 13,community_centre,,21.03372,105.91615,,,Ngõ 195 phố Vũ Xuân Thiều,way,1315054629
Nhà văn hóa Tổ dân phố số 14,community_centre,,21.03623,105.9157,,,,way,1226550884
Nhà văn hóa Tổ dân phố số 17,community_centre,,21.02437,105.93097,,,,way,1227308465
Nhà văn hóa Tổ dân phố số 18,community_centre,,21.06425,105.91649,,,,way,1251537898
Nhà văn hóa Tổ dân phố số 19,community_centre,,21.07321,105.88636,,,,way,1249531151
Nhà văn hóa Tổ dân phố số 2,community_centre,,21.02939,105.92206,,,,way,1231318501
Nhà văn hóa Tổ dân phố số 2,community_centre,,21.04263,105.89921,,,,way,1250198542
Nhà văn hóa Tổ dân phố số 2,community_centre,,21.15502,106.14937,Bắc Ninh,Bac Ninh,,way,1326069108
Nhà văn hóa Tổ dân phố số 2,community_centre,,21.17436,106.07595,Thành phố Bắc Ninh,Bac Ninh,,way,1433975454
Nhà văn hóa Tổ dân phố số 2,community_centre,,21.06315,106.12228,Bắc Ninh,Bac Ninh,,way,1540737200
Nhà văn hóa Tổ dân phố số 27 + 28 + 29,community_centre,,21.02805,105.92294,,Hà Nội,Phố Cầu Bây,way,861103430
Nhà văn hóa Tổ dân phố số 3,community_centre,,21.17316,106.07815,Thành phố Bắc Ninh,Bac Ninh,Đường Trần Xuân Soạn,way,1433975456
Nhà văn hóa Tổ dân phố số 3,community_centre,,21.15555,106.15241,Bắc Ninh,Bac Ninh,Ngõ 86 Phố Mai Công,way,1490612362
Nhà văn hóa Tổ dân phố số 3,community_centre,,21.06072,106.1238,Bắc Ninh,Bac Ninh,,way,1540737186
Nhà văn hóa Tổ dân phố số 4,community_centre,,21.00214,105.90261,,,Đường Xuân Khôi,way,1201133035
Nhà văn hóa Tổ dân phố số 4,community_centre,,21.15769,106.15155,Bắc Ninh,Bắc Ninh,Đường Quang Trung,way,1326069103
Nhà văn hóa Tổ dân phố số 4,community_centre,,21.17138,106.07992,Bắc Ninh,Bac Ninh,,way,1465120943
Nhà văn hóa Tổ dân phố số 5,community_centre,,21.06233,105.91753,,,,way,1251537951
Nhà văn hóa Tổ dân phố số 5,community_centre,,21.16178,106.1512,Bắc Ninh,Bac Ninh,Phố Nguyễn Đức Uông,way,1326069105
Nhà văn hóa Tổ dân phố số 6,community_centre,,21.06086,105.8959,,,,way,1229267964
Nhà văn hóa Tổ dân phố số 6,community_centre,,21.05881,105.91752,,,,way,1251887340
Nhà văn hóa Tổ dân phố số 6,community_centre,,21.17017,106.08069,Bắc Ninh,Bac Ninh,Ngõ 218 Đường Đại Phúc 35,way,1490612358
Nhà văn hóa Tổ dân phố số 7,community_centre,,21.03224,105.91928,Hà Nội,Hà Nội,Phố Cầu Bây,way,914126564
Nhà văn hóa Tổ dân phố số 7,community_centre,,21.06034,105.91505,,,,way,1251887344
Nhà văn hóa Tổ dân phố số 7,community_centre,,21.17118,106.08213,Bắc Ninh,Bac Ninh,Đường Nguyễn Quyền,way,1451368111
Nhà văn hóa Tổ dân phố số 7 + 8,community_centre,,21.04126,105.93002,,,Phố Vo Trung,way,1517651030
Nhà văn hóa Tổ dân phố số 8,community_centre,,21.06296,105.80148,,,,way,1230360616
Nhà văn hóa Tổ dân phố số 8,community_centre,,21.03655,105.90319,,,,way,1244647218
Nhà văn hóa Tổ dân phố số 8,community_centre,,21.17165,106.0832,Bắc Ninh,Bac Ninh,Ngõ 20 Phố Nguyễn Phúc Xuyên,way,1490612357
Nhà văn hóa Tổ dân phố số 9,community_centre,,21.17239,106.08445,Bắc Ninh,Bac Ninh,Đường Nguyễn Quyền,way,1451368110
Nhà văn hóa Tổ dân phố số 9 - 10 - 11,community_centre,,21.03712,105.93367,,,Ngõ 321 đường Phúc Lợi,way,1366539303
Nhà văn hóa Tổ dân phố Đa Cấu,community_centre,,21.14699,106.11986,Bắc Ninh,Bac Ninh,Đường Đa Cấu,way,1441916446
Nhà văn hóa Tổ dân phố Đa Hội,community_centre,,21.12683,105.92193,Bắc Ninh,Bắc Ninh,,way,1431216239
Nhà văn hóa Tổ dân phố Đoài,community_centre,,21.13897,106.05885,Bắc Ninh,Bac Ninh,Đường Nguyễn Thủ Tiệp,way,1545646070
Nhà văn hóa Tổ dân phố Đào Nguyên,community_centre,,21.00526,105.9386,,,Ngõ 215 đường Trâu Quỳ,way,1221715766
Nhà văn hóa Tổ dân phố Đáp Cầu 1,community_centre,,21.20266,106.09278,Bắc Ninh,Bac Ninh,Ngõ Như Nguyệt,node,12347878696
Nhà văn hóa Tổ dân phố Đáp Cầu 1,community_centre,,21.20267,106.09276,Bắc Ninh,Bac Ninh,Ngõ Như Nguyệt,way,1492268022
Nhà văn hóa Tổ dân phố Đáp Cầu 10,community_centre,,21.19911,106.09284,Bắc Ninh,Bac Ninh,Ngõ 425 Đường Hoàng Quốc Việt,node,8904998039
Nhà văn hóa Tổ dân phố Đáp Cầu 10,community_centre,,21.19909,106.09286,Bắc Ninh,Bac Ninh,Ngách 425/23 Đường Hoàng Quốc Việt,way,1492268019
Nhà văn hóa Tổ dân phố Đáp Cầu 3,community_centre,,21.19987,106.09737,Bắc Ninh,Bac Ninh,Ngách 13/24 Đường Bất Chi Ly,node,12345959863
Nhà văn hóa Tổ dân phố Đáp Cầu 3,community_centre,,21.19989,106.09733,Bắc Ninh,Bac Ninh,Ngách 13/24 Đường Bất Chi Ly,way,1492268026
Nhà văn hóa Tổ dân phố Đáp Cầu 5,community_centre,,21.20122,106.10155,Bắc Ninh,Bac Ninh,Đường Như Nguyệt,way,1416542171
Nhà văn hóa Tổ dân phố Đình Tổ,community_centre,,21.0619,106.01598,Bắc Ninh,Bac Ninh,,way,1536412232
Nhà văn hóa Tổ dân phố Đông,community_centre,,21.13714,106.06556,Bắc Ninh,Bac Ninh,Đường Nguyễn Thủ Tiệp,way,1545646063
Nhà văn hóa Tổ dân phố Đông Khê,community_centre,,21.06527,106.07548,Bắc Ninh,Bac Ninh,,way,1542802665
Nhà văn hóa Tổ dân phố Đông Miếu,community_centre,,21.0814,106.12054,Bắc Ninh,Bac Ninh,,way,1541009758
Nhà văn hóa Tổ dân phố Đông Tiến,community_centre,,21.13655,105.94984,Thành phố Bắc Ninh,Bac Ninh,Phố Đồng Kỵ 4,way,1455198294
Nhà văn hóa Tổ dân phố Đương Xá 1,community_centre,,21.19831,106.0459,Thành phố Bắc Ninh,Bac Ninh,,way,1481069059
Nhà văn hóa Tổ dân phố Đương Xá 2,community_centre,,21.19393,106.04588,Bắc Ninh,Bac Ninh,Ngõ 811 Đường Thiên Đức,way,1494633999
Nhà văn hóa Tổ dân phố Đương Xá 3,community_centre,,21.19523,106.04991,Bắc Ninh,Bac Ninh,Ngõ 896 Đường Thiên Đức,way,1467294910
Nhà văn hóa Tổ dân phố Đường 181,community_centre,,21.02732,105.99336,,,,way,1527583724
Nhà văn hóa Tổ dân phố Đường 5,community_centre,,21.00252,105.96525,,,,way,1486542428
Nhà văn hóa Tổ dân phố Đại Mão,community_centre,,21.08131,106.11463,Bắc Ninh,Bac Ninh,,way,1541009755
Nhà văn hóa Tổ dân phố Đại Trạch,community_centre,,21.05595,106.04496,Bắc Ninh,Bac Ninh,,way,1540727690
Nhà văn hóa Tổ dân phố Đại Tự,community_centre,,21.03343,106.04201,Bắc Ninh,Bac Ninh,,way,1539776143
Nhà văn hóa Tổ dân phố Đạo Tú,community_centre,,21.06453,106.07917,Bắc Ninh,Bac Ninh,,way,1542802671
Nhà văn hóa Tổ dân phố Đẩu Hàn,community_centre,,21.21826,106.08083,Bắc Ninh,Bac Ninh,,way,1467294915
Nhà văn hóa Tổ dân phố Đọ Xá,community_centre,,21.17844,106.06207,Thành phố Bắc Ninh,Bac Ninh,Đường Huyền Quang,way,1466037194
Nhà văn hóa Tổ dân phố Đồng Ngư,community_centre,,21.01163,106.02905,Thành phố Bắc Ninh,Bac Ninh,,way,1539776104
Nhà văn hóa Tổ dân phố Đồng Trầm,community_centre,,21.20413,106.08885,Bắc Ninh,Bac Ninh,Ngõ 12 Đường Như Nguyệt,way,1414402046
Nhà văn hóa Tổ dân phố Đồng Đông,community_centre,,21.07009,106.07009,Bắc Ninh,Bac Ninh,,way,1542802655
Nhà văn hóa Tổ dấn phố số 5,community_centre,,21.00735,105.90838,,,,way,1205258217
Nhà văn hóa Xã Bình Trung,community_centre,,10.64592,107.28988,,,,way,730209831
Nhà văn hóa Xã Hòa Tú 1,community_centre,,9.44114,105.89635,,,,way,907032277
Nhà văn hóa Xã Phổ An,community_centre,,14.89326,108.94731,,,,way,1233308980
Nhà văn hóa Xã Tam Phước,community_centre,,10.46786,107.22853,,,,way,569352703
Nhà văn hóa Xã Tân Hải,community_centre,,10.50567,107.10506,,,,way,833880751
Nhà văn hóa Xóm 6,community_centre,,20.53141,105.80674,,,,node,5704117321
Nhà văn hóa Xóm Chùa,community_centre,,20.98195,105.79981,,,Ngách 136/6 Phố Triều Khúc,way,1551323608
Nhà văn hóa Xóm Giai,community_centre,,21.08963,105.98403,,,,way,1537065082
Nhà văn hóa Xóm Giữa,community_centre,,21.09611,105.98884,Bắc Ninh,Bac Ninh,,way,1537065089
Nhà văn hóa Xóm Láng,community_centre,,21.19425,106.04416,Bắc Ninh,Bac Ninh,Đường Ngũ Huyện Khê,way,1423914849
Nhà văn hóa Xóm Nổi,community_centre,,21.08828,105.99482,,,,way,1537065079
Nhà văn hóa Xóm Phan,community_centre,,21.09469,105.9859,Bắc Ninh,Bac Ninh,,way,1537065084
Nhà văn hóa Xóm Tiểu,community_centre,,21.0848,105.98925,Bắc Ninh,Bac Ninh,,way,1537065081
Nhà văn hóa Xóm Tờ,community_centre,,21.09709,105.98063,Bắc Ninh,Bac Ninh,,way,1537065094
Nhà văn hóa Xóm Văn Sơn,community_centre,,19.01923,105.45336,,,,way,1389986432
Nhà văn hóa Xóm Án,community_centre,,20.97863,105.80295,,,Ngõ 83,way,430134015
Nhà văn hóa Xóm Đa,community_centre,,21.09459,105.99102,Bắc Ninh,Bac Ninh,,way,1537065087
Nhà văn hóa huyện Hải Hậu,community_centre,,20.19931,106.29526,,,,way,1062489759
Nhà văn hóa huyện Kim Động,community_centre,,20.73594,106.06278,,,,way,985095320
Nhà văn hóa huyện Kon Plông,community_centre,,14.58262,108.27555,,,,node,5490606697
Nhà văn hóa huyện Nghĩa Hưng,community_centre,,20.21908,106.18082,,,,way,1250240978
Nhà văn hóa huyện Phúc Thọ,community_centre,,21.10218,105.54759,,,,way,1062567248
Nhà văn hóa huyện Thanh Trì,community_centre,,20.94457,105.84665,,,,way,914894811
Nhà văn hóa huyện Xuân Trường,community_centre,,20.29119,106.33263,,,,way,886905148
Nhà văn hóa huyện Đông Anh,community_centre,,21.14192,105.85087,,,,way,1185727096
Nhà văn hóa khu C cụm 591,community_centre,,20.90734,105.84782,,Thành phố Hà Nội,,node,11775084796
Nhà văn hóa khu Khả Lễ,community_centre,,21.15966,106.05144,,,,way,1327554619
Nhà văn hóa khu Trần,community_centre,,21.12988,106.06458,Bắc Ninh,Bac Ninh,Đường Nguyễn Đoan Trung,way,1430318950
Nhà văn hóa khu dân cư đô thị Bắc Từ Sơn,community_centre,,21.11894,105.97602,Bắc Ninh,Bac Ninh,,way,1455495078
Nhà văn hóa khu phố Ao Sen,community_centre,,21.09391,105.95796,Bắc Ninh,Bac Ninh,Phố Bà La,way,1454932170
Nhà văn hóa khu phố Bồng Lai,community_centre,,21.11929,106.1712,Bắc Ninh,Bac Ninh,,way,1421284602
Nhà văn hóa khu phố Cổng Hữu,community_centre,,21.1822,106.05618,Bắc Ninh,Bac Ninh,,way,1503506372
Nhà văn hóa khu phố Liễn Thượng,community_centre,,21.19334,106.12668,Bắc Ninh,Bac Ninh,Ngõ 107 Đường Quang Trung,way,1441615043
Nhà văn hóa khu phố Lê Hồng Phong,community_centre,,21.11584,105.95824,Bắc Ninh,Bac Ninh,Phố Chợ Tre,way,1454953470
Nhà văn hóa khu phố Mai Động,community_centre,,21.15435,105.94415,Bắc Ninh,Bac Ninh,Phố Mai Động 3,way,647253453
Nhà văn hóa khu phố Mới - phường Trang Hạ,community_centre,,21.1248,105.94874,Bắc Ninh,Bac Ninh,,way,1479765290
Nhà văn hóa khu phố Ngọc Nội,community_centre,,21.02656,106.10281,Bắc Ninh,Bac Ninh,,way,1445439815
Nhà văn hóa khu phố Phù Khê,community_centre,,21.1465,105.93235,Bắc Ninh,Bac Ninh,,way,661161556
Nhà văn hóa khu phố Phù Khê Thượng,community_centre,,21.14833,105.93256,Bắc Ninh,Bac Ninh,Phố Quách Toàn,way,1478877767
Nhà văn hóa khu phố Phúc Tinh,community_centre,,21.14729,105.98363,Bắc Ninh,Bac Ninh,Đường Nghìn Việc Tốt,way,1455610530
Nhà văn hóa khu phố Suối Hoa,community_centre,,21.19026,106.07676,Bắc Ninh,Bac Ninh,Phố Lê Văn Duyệt,way,1478725389
Nhà văn hóa khu phố Thọ Môn,community_centre,,21.11068,105.95095,Bắc Ninh,Bac Ninh,Phố Nguyễn Văn Trỗi,way,1455495084
Nhà văn hóa khu phố Tiền Trong,community_centre,,21.13628,106.05671,Bắc Ninh,Bắc Ninh,,way,1474196380
Nhà văn hóa khu phố Tân Thành,community_centre,,21.13468,105.94092,Bắc Ninh,Bac Ninh,,way,1454951615
Nhà văn hóa khu phố Tây,community_centre,,21.14873,105.97592,Bắc Ninh,Bac Ninh,Phố Ngô Dịch,way,1455610527
Nhà văn hóa khu phố Tự,community_centre,,21.14638,105.96136,Bắc Ninh,Bac Ninh,Đường Nghìn Việc Tốt,way,1456705487
Nhà văn hóa khu phố Xuân Lê,community_centre,,21.0284,106.0222,Bắc Ninh,Bac Ninh,,way,1429026425
Nhà văn hóa khu phố Xuân Đồng,community_centre,,21.20838,106.05491,Bắc Ninh,Bac Ninh,,way,1470056396
Nhà văn hóa khu phố Đa Vạn,community_centre,,21.12017,105.92744,Bắc Ninh,Bac Ninh,Ngõ 294 Đường Lý Thường Kiệt,way,1455198303
Nhà văn hóa khu phố Đại Đình,community_centre,,21.13904,105.94184,Bắc Ninh,Bac Ninh,Phố Tây Am,way,1467088155
Nhà văn hóa khu phố Đồng Phúc,community_centre,,21.12213,105.93869,Bắc Ninh,Bac Ninh,Phố Đồng Phúc,way,1479800366
Nhà văn hóa khu tập thể thú y,community_centre,,21.07925,105.69404,,,,way,1465122022
Nhà văn hóa lao động Huyện Cần Giờ,community_centre,,10.40924,106.95471,,,,way,754576768
Nhà văn hóa làng  14,community_centre,,20.94156,105.97968,,,,node,13200430976
Nhà văn hóa làng Chiều Đông,community_centre,,20.94534,106.00039,,,,node,13051340157
Nhà văn hóa làng Du Tràng,community_centre,,20.94409,106.00657,,,,node,13188700558
Nhà văn hóa làng Hạ Tân,community_centre,,20.93926,106.00623,,,,node,13051450054
Nhà văn hóa làng Nhân Vực,community_centre,,20.9464,105.99523,,,,node,13347246723
Nhà văn hóa làng Pháp Vân,community_centre,,20.96786,105.84367,,,,way,1488891317
Nhà văn hóa làng Thịnh,community_centre,,20.9324,106.00431,,,,node,13202102169
Nhà văn hóa làng Tiên Tân,community_centre,,21.12701,105.68091,,,,way,1189163510
Nhà văn hóa phường An Hội,community_centre,,10.03977,105.78604,,,,way,371839535
Nhà văn hóa phường An Nghiệp,community_centre,,10.03655,105.77569,,,,way,543246734
Nhà văn hóa phường Dịch Vọng,community_centre,,21.03942,105.79502,,,,way,1213059860
Nhà văn hóa phường Hạ Đình,community_centre,,20.99013,105.81261,,,,way,974596758
Nhà văn hóa phường Hải Châu,community_centre,,16.06608,108.21602,,,Đường Triệu Nữ Vương,way,1521242058
Nhà văn hóa phường Long Hương,community_centre,,10.49984,107.16426,,,,way,742824308
Nhà văn hóa phường Mai Dịch,community_centre,,21.03542,105.77934,,,,way,942415516
Nhà văn hóa phường Mỹ Đình 1,community_centre,,21.01981,105.77122,,,,way,1030860270
Nhà văn hóa phường Nghĩa Tân,community_centre,,21.04284,105.79385,,,,way,1213225185
Nhà văn hóa phường Nghĩa Đô,community_centre,,21.05113,105.80729,,,Ngõ 89 Lạc Long Quân,way,1171597400
Nhà văn hóa phường Ngọc Hà,community_centre,,21.03771,105.82913,,,,way,697791110
Nhà văn hóa phường Ngọc Lâm,community_centre,,21.04776,105.8769,,,,way,704159175
Nhà văn hóa phường Quan Hoa,community_centre,,21.03481,105.79842,,,,way,1213245431
Nhà văn hóa phường Tân An,community_centre,,10.03215,105.78502,,,,way,544270608
Nhà văn hóa phường Yên Phụ,community_centre,,21.05521,105.83864,,,,way,593653791
Nhà văn hóa phường Đáp Cầu,community_centre,,21.2,106.09559,Thành phố Bắc Ninh,Bac Ninh,Phố Bắc Sơn,way,1503406518
Nhà văn hóa quận Cầu Giấy,community_centre,,21.03708,105.79072,Hà Nội,Hà Nội,Nguyễn Phong Sắc,way,570595075
Nhà văn hóa số 36,community_centre,,21.03483,105.80146,,,,way,1040794885
Nhà văn hóa thành phố Tam Điệp,community_centre,,20.15648,105.9181,,,,way,674428104
Nhà văn hóa thôn 1,community_centre,,20.96993,105.90785,,,,way,1197414130
Nhà văn hóa thôn 1,community_centre,,20.99993,105.91191,,,,way,1197414134
Nhà văn hóa thôn 2,community_centre,,21.50478,107.98352,,,,node,5795982320
Nhà văn hóa thôn 4,community_centre,,20.92863,105.84573,,,,way,1157172153
Nhà văn hóa thôn 4,community_centre,,20.96,105.90272,,,,way,1197414133
Nhà văn hóa thôn 4,community_centre,,21.31723,105.85478,,,,way,1263969683
Nhà văn hóa thôn 5,community_centre,,20.95836,105.90102,,,,way,1197414132
Nhà văn hóa thôn An Trạch,community_centre,,21.16695,106.24769,,,,node,13077437406
Nhà văn hóa thôn An Đà,community_centre,,21.02596,105.95991,,,,way,1222783979
Nhà văn hóa thôn An Đà,community_centre,,21.02581,105.95833,,,,way,1222783989
Nhà văn hóa thôn Bái Uyên,community_centre,,21.14076,106.03833,Bắc Ninh,Bac Ninh,,way,1460775651
Nhà văn hóa thôn Báo Đáp,community_centre,,20.96846,105.94926,,,,way,1223159274
Nhà văn hóa thôn Bãi Cát,community_centre,,21.66806,105.42277,,,,way,1268769458
Nhà văn hóa thôn Bút Sơn,community_centre,,20.54128,105.87573,,,,node,5698471622
Nhà văn hóa thôn Bản Búng,community_centre,,18.87183,104.84002,,,,node,5904480385
Nhà văn hóa thôn Bẫu,community_centre,,21.6047,105.40356,,,,node,13308761619
Nhà văn hóa thôn Cam,community_centre,,21.02726,105.94123,,Hà Nội,Ngõ 142 Đường Cổ Bi,way,914040089
Nhà văn hóa thôn Chi Hồ,community_centre,,21.07953,106.08738,Bắc Ninh,Bac Ninh,,way,1489093286
Nhà văn hóa thôn Chi Đống,community_centre,,21.08052,106.08222,Bắc Ninh,Bac Ninh,,way,1420972048
Nhà văn hóa thôn Chu Xá,community_centre,,20.9694,105.95476,,,,way,1223159259
Nhà văn hóa thôn Chân Lạc,community_centre,,21.24601,105.9981,Bắc Ninh,Bac Ninh,,way,1489086999
Nhà văn hóa thôn Châu Cầu,community_centre,,21.12682,106.24499,,,,node,13075327942
Nhà văn hóa thôn Chính Trung,community_centre,,21.22114,105.98789,Bắc Ninh,Bac Ninh,,way,1545933449
Nhà văn hóa thôn Chử Xá,community_centre,,20.94015,105.90306,,,,way,1182143679
Nhà văn hóa thôn Cò Phạt,community_centre,,18.88543,104.87677,,,,node,5904472688
Nhà văn hóa thôn Cương Ngô,community_centre,,20.94455,105.84963,,,,way,1157172129
Nhà văn hóa thôn Cống Đặng,community_centre,,20.72601,105.71085,,,,way,766661913
Nhà văn hóa thôn Cổ Thiết,community_centre,,21.09349,106.15041,Thành phố Bắc Ninh,Bac Ninh,,way,1548055908
Nhà văn hóa thôn Cổ Điển A,community_centre,,20.94138,105.85192,,,,way,1157172134
Nhà văn hóa thôn Cổ Điển B,community_centre,,20.94633,105.85345,,,,way,1157172127
Nhà văn hóa thôn Cự Đà,community_centre,,21.02737,105.95728,,,,way,1222284710
Nhà văn hóa thôn Duệ Khánh,community_centre,,21.13956,106.00665,Bắc Ninh,Bac Ninh,,way,1547599174
Nhà văn hóa thôn Duệ Đông,community_centre,,21.13709,106.01537,Bắc Ninh,Bac Ninh,,way,1502920403
Nhà văn hóa thôn Dương Húc,community_centre,,21.09691,105.98514,Bắc Ninh,Bac Ninh,,way,1537065085
Nhà văn hóa thôn Dương Kệ,community_centre,,20.82648,105.67245,,,,way,763352584
Nhà văn hóa thôn Dương Đình,community_centre,,21.00388,105.96659,,,Ngõ 8 Đường Ỷ Lan,way,1486542408
Nhà văn hóa thôn Dậu 1,community_centre,,21.05179,105.71538,,,Đường Di Trạch,way,1453263736
Nhà văn hóa thôn Dậu 2,community_centre,,21.05127,105.71854,,,,way,1453263737
Nhà văn hóa thôn Giáo Phòng,community_centre,,20.92522,106.01169,,,,node,13103173049
Nhà văn hóa thôn Giáp Ba,community_centre,,20.69071,105.94086,,,,way,1360095281
Nhà văn hóa thôn Giáp Tư,community_centre,,20.69621,105.94154,,,,way,1360095280
Nhà văn hóa thôn Giới Tế,community_centre,,21.17188,105.99438,Bắc Ninh,Bac Ninh,,way,1547595460
